client_id,first_name,last_name,age,email,phone,city,region,postal_code,registration_date,purchase_date,product,category,quantity,unit_price,total_purchase,payment_method,order_status,rating
CLI0287,Victor,Vigil,29,jmartinez@example.org,+34972 13 59 00,Gijon,Asturias,41691,2023-02-05,2024-05-15,Shoes,Clothing,5,55.4,277.0,Cash,Completed,1
CLI0288,Felisa,Dueñas,26,ytirado@example.net,+34 973 247 422,Vigo,Galicia,37684,2021-10-24,2024-02-27,Watch,Accessories,1,350.7,350.7,PayPal,Completed,1
CLI0289,Hector,Aparicio,57,tellezbenjamin@example.org,+34885 752 993,Alicante,Valencian Community,17626,2022-10-06,2023-03-03,Jacket,Clothing,3,125.86,377.58,Cash,Pending,1
CLI0290,Heliodoro,Aparicio,19,udominguez@example.com,+34 883655994,Las Palmas,Canary Islands,43169,2021-10-23,2023-01-13,T-shirt,Clothing,4,25.97,103.88,Bank transfer,Cancelled,1
CLI0291,Estela,Fiol,24,bnavarrete@example.com,+34848 712 154,Gijon,Asturias,39465,2023-03-27,2023-07-03,Mouse,Electronics,4,83.18,332.72,Credit card,Cancelled,
CLI0292,Rosa María,Rosa,35,cristobalgirona@example.com,+34875 92 53 28,Valladolid,Castile and León,38877,2022-11-07,2023-12-29,Jacket,Clothing,3,142.97,428.91,Bizum,Completed,4
CLI0293,Luz,Antón,61,ohurtado@example.net,+34 849124771,Vigo,Galicia,07110,2021-06-27,2023-11-04,Keyboard,Electronics,2,110.4,220.8,Credit card,Completed,
CLI0294,Fito,Casal,58,amor53@example.net,+34856132862,Barcelona,Catalonia,35225,2022-01-08,2023-02-27,Headphones,Electronics,4,150.69,602.76,PayPal,Completed,4
CLI0295,Maximino,Lucas,75,salomonaleman@example.org,+34822191407,Las Palmas,Canary Islands,15909,2022-11-21,2023-04-08,Book,Culture,5,29.18,145.9,Credit card,Completed,
CLI0296,Isidro,Duran,35,abuendia@example.com,+34884 18 36 43,Barcelona,Catalonia,20937,2023-12-12,2024-05-01,Watch,Accessories,5,361.53,1807.65,Credit card,Completed,5
CLI0297,Claudia,Otero,31,reyesquiroga@example.org,+34 874 61 48 55,Bilbao,Basque Country,30550,2022-07-05,2023-01-17,Book,Culture,3,8.89,26.67,PayPal,Pending,3
CLI0298,Apolonia,Grau,61,dvives@example.net,+34800060644,Gijon,Asturias,06729,2022-04-05,2024-02-03,Shoes,Clothing,5,102.04,510.2,Cash,Completed,2
CLI0299,Anita,Hervás,65,carbajopia@example.org,+34 832 57 68 84,Malaga,Andalusia,34042,2023-10-11,2024-05-27,Backpack,Accessories,1,99.08,99.08,Credit card,Completed,1
CLI0300,Ignacia,Manrique,43,fojeda@example.com,+34 848691591,Valladolid,Castile and León,20202,2023-04-19,2024-09-01,Camera,Electronics,5,805.17,4025.85,Bank transfer,Completed,4
CLI0301,Eligio,Galan,45,arturoprado@example.net,+34 921 461 152,Valencia,Valencian Community,21106,2023-01-29,2024-01-20,Keyboard,Electronics,5,56.5,282.5,Cash,Pending,
CLI0302,Imelda,Almansa,22,herminiojordan@example.net,+34803951010,Madrid,Community of Madrid,16777,2024-04-07,2024-12-31,Monitor,Electronics,2,342.0,684.0,Bank transfer,Completed,2
CLI0303,Alejandro,Cervantes,23,querodora@example.com,+34984 741 271,Barcelona,Catalonia,12235,2022-04-10,2023-04-20,Notebook,Culture,3,12.79,38.37,Bank transfer,Pending,3
CLI0304,Efraín,Caro,46,solparra@example.com,+34 971 99 68 89,Las Palmas,Canary Islands,41604,2024-02-12,2024-03-17,Trousers,Clothing,2,32.29,64.58,Cash,Cancelled,1
CLI0305,Matías,Luque,56,pastoraespada@example.net,+34 979287715,Valladolid,Castile and León,11426,2024-07-12,2024-09-03,Trousers,Clothing,1,44.47,44.47,Bank transfer,Pending,
CLI0306,Modesto,Cid,75,alondra64@example.com,+34 846824835,Seville,Andalusia,09173,2023-06-05,2024-07-26,Headphones,Electronics,1,154.1,154.1,Cash,Cancelled,
CLI0307,Matías,Bermudez,35,corbachonayara@example.org,+34886 32 46 95,Palma,Balearic Islands,04958,2021-09-19,2023-11-05,Headphones,Electronics,3,84.24,252.72,PayPal,Completed,
CLI0308,Gervasio,Agullo,41,leticia83@example.com,+34 923492255,Zaragoza,Aragon,32593,2021-09-11,2023-03-20,Dress,Clothing,4,67.9,271.6,PayPal,Pending,2
CLI0309,Flora,Ramis,43,piedadsalcedo@example.com,+34948 64 07 16,Malaga,Andalusia,48221,2021-10-06,2023-01-07,Keyboard,Electronics,3,37.12,111.36,Cash,Pending,3
CLI0310,Leocadia,Cadenas,37,navarretevicente@example.com,+34 988 598 228,Malaga,Andalusia,32115,2023-01-18,2023-05-20,Keyboard,Electronics,5,73.56,367.8,Cash,Completed,2
CLI0311,Lilia,Nuñez,58,pagesnerea@example.net,+34823 30 75 23,Palma,Balearic Islands,35012,2021-09-20,2024-12-12,Headphones,Electronics,3,339.99,1019.97,Cash,Completed,3
CLI0312,Nydia,Cordero,54,ulisespujadas@example.net,+34 945657069,Seville,Andalusia,31823,2021-12-20,2023-04-27,Watch,Accessories,3,403.64,1210.92,Cash,Cancelled,
CLI0313,Dominga,Bernat,31,zplanas@example.org,+34828 37 00 67,Palma,Balearic Islands,35487,2022-10-11,2024-12-26,Backpack,Accessories,4,64.01,256.04,Bank transfer,Completed,4
CLI0314,Victoriano,Colomer,34,leocadiocornejo@example.net,+34 842 85 55 62,Alicante,Valencian Community,32226,2021-08-10,2023-09-05,Book,Culture,3,21.48,64.44,PayPal,Pending,1
CLI0315,Samu,Blanco,43,elisabetoliver@example.com,+34 978 738 507,Las Palmas,Canary Islands,01345,2021-12-16,2024-08-19,Keyboard,Electronics,4,178.51,714.04,Cash,Pending,3
CLI0316,Ciriaco,Giralt,58,clementemacias@example.net,+34 738 18 21 20,Gijon,Asturias,34741,2022-10-06,2024-08-31,Notebook,Culture,5,22.91,114.55,Credit card,Completed,3
CLI0317,Berto,Ruano,59,ruedaesmeralda@example.com,+34811 368 380,Alicante,Valencian Community,33750,2024-04-30,2024-07-30,Shoes,Clothing,1,111.17,111.17,Bizum,Completed,4
CLI0318,Reina,Casado,50,mamen08@example.com,+34 900 04 79 53,Cordoba,Andalusia,28417,2023-05-17,2023-08-16,Trousers,Clothing,3,25.58,76.74,Cash,Cancelled,5
CLI0319,Flora,Ariza,67,eligio35@example.com,+34985 26 16 91,Alicante,Valencian Community,22878,2023-09-16,2024-04-19,Jacket,Clothing,4,116.87,467.48,Cash,Cancelled,
CLI0320,Zaida,Cuéllar,23,rodolfo78@example.net,+34 849 32 03 42,Madrid,Community of Madrid,52046,2022-08-31,2024-03-01,T-shirt,Clothing,3,24.48,73.44,PayPal,Completed,4
CLI0321,Maite,Blazquez,48,diezcalixta@example.com,+34974680975,Madrid,Community of Madrid,01067,2021-11-06,2023-12-23,Backpack,Accessories,4,36.55,146.2,Bizum,Pending,3
CLI0322,Josep,Valls,72,rubenjulian@example.com,+34 977 933 882,Malaga,Andalusia,50908,2022-02-12,2023-01-24,T-shirt,Clothing,1,34.31,34.31,Credit card,Completed,2
CLI0323,Benigno,Arco,53,icarnero@example.net,+34873 93 27 05,Murcia,Region of Murcia,13068,2023-08-03,2023-12-05,Mouse,Electronics,2,25.7,51.4,Bizum,Completed,2
CLI0324,Francisca,Escalona,19,abigailrivas@example.org,+34979 985 845,Cordoba,Andalusia,01834,2022-01-16,2024-02-10,Shoes,Clothing,4,110.45,441.8,Cash,Completed,4
CLI0325,Nicolás,Miralles,35,anino@example.net,+34 920 59 43 53,Valladolid,Castile and León,34223,2023-06-30,2023-07-30,Headphones,Electronics,2,31.42,62.84,Credit card,Cancelled,
CLI0326,Maribel,Romero,30,rmaestre@example.com,+34 984244186,Palma,Balearic Islands,14998,2022-10-15,2023-11-30,Watch,Accessories,3,291.6,874.8,Credit card,Completed,4
CLI0327,Marcia,Mercader,42,rita62@example.org,+34845 23 71 05,Bilbao,Basque Country,05159,2024-06-03,2024-09-03,Mouse,Electronics,3,96.93,290.79,Bizum,Cancelled,
CLI0328,Artemio,Garay,70,amadacarvajal@example.net,+34828 624 771,Alicante,Valencian Community,13728,2023-04-06,2023-06-26,Camera,Electronics,5,1045.52,5227.6,Bank transfer,Cancelled,2
CLI0329,Esmeralda,Alberola,29,bernatnazario@example.net,+34920 89 74 42,Malaga,Andalusia,25730,2022-12-06,2023-04-30,Camera,Electronics,3,317.86,953.58,PayPal,Cancelled,5
CLI0330,Anacleto,Barón,49,odalis44@example.com,+34734 301 750,Alicante,Valencian Community,44297,2022-03-16,2023-07-10,Shoes,Clothing,4,103.23,412.92,Cash,Completed,4
CLI0331,Ángeles,Amo,57,doritacastilla@example.org,+34 972 727 663,Barcelona,Catalonia,42152,2023-07-24,2024-04-06,Dress,Clothing,3,42.63,127.89,Bank transfer,Completed,2
CLI0332,Nacho,Báez,59,osolana@example.net,+34 885 10 66 47,Palma,Balearic Islands,25081,2023-04-26,2024-06-01,Watch,Accessories,5,222.77,1113.85,Bizum,Pending,4
CLI0333,Óscar,Leiva,68,pelayobaez@example.com,+34846856539,Valladolid,Castile and León,39190,2021-06-19,2023-02-01,Keyboard,Electronics,5,46.76,233.8,PayPal,Completed,
CLI0334,Gisela,Posada,54,cprat@example.com,+34 988 36 23 53,Cordoba,Andalusia,32658,2023-12-16,2024-04-13,Jacket,Clothing,2,130.64,261.28,Bizum,Cancelled,5
CLI0335,Jacinto,Alvarado,52,magdalena32@example.com,+34884 78 70 10,Vigo,Galicia,47533,2022-04-09,2024-01-11,Trousers,Clothing,5,39.73,198.65,Credit card,Pending,4
CLI0336,Fanny,Adadia,73,david38@example.org,+34921 977 931,Barcelona,Catalonia,23102,2022-11-06,2023-11-01,Trousers,Clothing,2,65.48,130.96,Bizum,Completed,1
CLI0337,María Del Carmen,Acero,31,pascual71@example.net,+34 871 815 931,Valladolid,Castile and León,38351,2023-08-06,2023-08-31,Keyboard,Electronics,1,158.45,158.45,Cash,Completed,5
CLI0338,Daniel,Pina,68,sebastiannico@example.org,+34 986 00 97 66,Seville,Andalusia,42795,2022-04-19,2023-05-23,Book,Culture,5,19.56,97.8,PayPal,Completed,5
CLI0339,Consuelo,Ripoll,63,kreal@example.org,+34 815861133,Zaragoza,Aragon,51072,2023-10-26,2023-11-28,Dress,Clothing,2,83.72,167.44,Bank transfer,Cancelled,
CLI0340,Ruperta,Salvà,66,jose-luiscerda@example.com,+34846 372 174,Valladolid,Castile and León,50474,2022-08-22,2023-05-19,Watch,Accessories,1,281.49,281.49,Bizum,Completed,2
CLI0341,Isa,Rodríguez,63,acostamicaela@example.net,+34 846 970 239,Malaga,Andalusia,05373,2022-06-12,2023-05-30,Notebook,Culture,2,22.32,44.64,PayPal,Pending,5
CLI0342,Zacarías,Piñeiro,46,belmontesonia@example.net,+34972619895,Madrid,Community of Madrid,38586,2022-09-13,2024-01-20,Book,Culture,4,15.26,61.04,Credit card,Pending,3
CLI0343,Leonardo,Nicolau,49,maximiliano04@example.com,+34974 51 18 01,Malaga,Andalusia,26826,2021-10-08,2024-04-10,Notebook,Culture,3,23.73,71.19,Cash,Completed,1
CLI0344,Loida,Parejo,68,sandracorrea@example.org,+34936337693,Las Palmas,Canary Islands,27276,2023-02-13,2023-03-06,Notebook,Culture,3,24.44,73.32,Bizum,Completed,2
CLI0345,Apolonia,Simó,53,rodrigo16@example.net,+34 920 69 28 59,Bilbao,Basque Country,32641,2021-08-15,2023-12-12,Keyboard,Electronics,3,62.97,188.91,PayPal,Cancelled,3
CLI0346,Daniel,Paz,24,welias@example.net,+34 920 475 205,Alicante,Valencian Community,02574,2022-03-22,2023-02-17,Perfume,Accessories,1,110.32,110.32,Bizum,Completed,
CLI0347,Luna,Mascaró,45,lolaribes@example.org,+34979630527,Seville,Andalusia,37541,2022-09-15,2023-01-01,Watch,Accessories,4,121.09,484.36,PayPal,Completed,
CLI0348,Delfina,Gascón,41,svara@example.org,+34821 37 27 64,Zaragoza,Aragon,50455,2023-08-05,2024-11-01,Perfume,Accessories,1,134.57,134.57,Credit card,Completed,2
CLI0349,Cristian,Jiménez,66,achamorro@example.net,+34 888 792 790,Seville,Andalusia,15299,2023-01-24,2024-12-17,T-shirt,Clothing,3,21.89,65.67,Bizum,Completed,1
CLI0350,Roque,Castejón,32,blazquezetelvina@example.net,+34 821 363 050,Las Palmas,Canary Islands,50791,2022-07-15,2024-08-30,Jacket,Clothing,2,121.52,243.04,Bizum,Completed,
CLI0351,Nydia,Díaz,26,tamaramontoya@example.com,+34 848 051 361,Palma,Balearic Islands,34860,2022-07-26,2024-12-11,Camera,Electronics,4,1017.11,4068.44,Credit card,Completed,1
CLI0352,Mateo,Tejedor,42,clobo@example.org,+34820 600 892,Valladolid,Castile and León,26063,2021-07-28,2023-05-21,Trousers,Clothing,3,42.23,126.69,PayPal,Completed,
CLI0353,Teófila,Blanes,40,marmolalexandra@example.org,+34 807 96 69 95,Cordoba,Andalusia,49681,2022-04-04,2024-03-26,Monitor,Electronics,2,155.51,311.02,PayPal,Completed,5
CLI0354,Marisol,Garmendia,75,carnau@example.net,+34806777205,Madrid,Community of Madrid,16007,2023-02-16,2023-03-30,Book,Culture,2,19.94,39.88,PayPal,Completed,4
CLI0355,Arcelia,Falcó,33,jacobo10@example.org,+34 876 645 028,Zaragoza,Aragon,34489,2023-04-23,2023-05-24,Camera,Electronics,3,1163.25,3489.75,Credit card,Completed,5
CLI0356,Cornelio,Abril,74,garategertrudis@example.com,+34838 711 811,Zaragoza,Aragon,01186,2021-08-24,2024-11-05,Notebook,Culture,1,17.15,17.15,PayPal,Cancelled,2
CLI0357,Carmen,Sevillano,49,wcasanovas@example.com,+34 888 00 10 05,Murcia,Region of Murcia,29147,2022-01-14,2023-09-03,Notebook,Culture,1,12.84,12.84,Credit card,Completed,5
CLI0358,Custodio,Toledo,38,pratsraul@example.com,+34973 11 14 13,Valencia,Valencian Community,11328,2021-06-24,2024-01-05,Trousers,Clothing,1,54.06,54.06,Bizum,Cancelled,5
CLI0359,Damián,Cabo,19,osaez@example.net,+34 983 10 16 85,Bilbao,Basque Country,14440,2022-01-06,2023-03-16,Book,Culture,4,12.66,50.64,Credit card,Completed,
CLI0360,Mauricio,Báez,36,anicolas@example.org,+34962876863,Alicante,Valencian Community,15239,2021-07-04,2024-06-02,T-shirt,Clothing,4,37.68,150.72,Cash,Pending,4
CLI0361,Leandro,Estrada,27,spedro@example.com,+34 938414866,Zaragoza,Aragon,20848,2024-07-19,2024-09-22,Trousers,Clothing,5,60.23,301.15,Credit card,Completed,
CLI0362,Virginia,Rozas,38,dfabregas@example.com,+34 923 29 44 40,Murcia,Region of Murcia,38322,2024-06-19,2024-07-03,Perfume,Accessories,2,50.4,100.8,Cash,Completed,4
CLI0363,Silvestre,Escribano,33,umercader@example.org,+34 963604645,Madrid,Community of Madrid,18730,2022-08-13,2023-03-01,Notebook,Culture,2,24.07,48.14,Bizum,Completed,5
CLI0364,Sara,Cornejo,18,abilio79@example.com,+34 878 942 744,Cordoba,Andalusia,10030,2023-01-25,2023-05-03,T-shirt,Clothing,2,19.28,38.56,PayPal,Completed,
CLI0365,Alejandro,Roca,41,mascaroetelvina@example.com,+34 825 155 005,Valencia,Valencian Community,18264,2021-12-24,2023-06-20,Camera,Electronics,3,723.01,2169.03,Bank transfer,Completed,1
CLI0366,Nidia,Navas,22,bazorin@example.org,+34 845 88 80 01,Zaragoza,Aragon,41490,2021-07-11,2024-06-20,Camera,Electronics,3,1007.11,3021.33,Cash,Completed,5
CLI0367,Patricia,Rosselló,41,toribio13@example.org,+34706 22 99 80,Valencia,Valencian Community,29850,2021-06-17,2023-06-20,Camera,Electronics,5,255.44,1277.2,Bank transfer,Completed,1
CLI0368,Teobaldo,Mas,72,eroura@example.com,+34 900 69 97 31,Vigo,Galicia,32717,2022-04-13,2023-02-15,Jacket,Clothing,1,161.12,161.12,Credit card,Completed,
CLI0369,Agustina,Busquets,72,zvila@example.net,+34880 984 936,Barcelona,Catalonia,33401,2023-05-30,2023-07-03,Camera,Electronics,2,582.98,1165.96,Cash,Pending,
CLI0370,Candelaria,Calatayud,70,dazanarciso@example.net,+34 849197659,Madrid,Community of Madrid,01183,2022-09-30,2023-10-05,Jacket,Clothing,3,112.44,337.32,Cash,Completed,
CLI0371,Ulises,Bernal,69,jarmas@example.com,+34841 831 138,Las Palmas,Canary Islands,21758,2021-08-06,2023-08-17,Book,Culture,2,32.35,64.7,Credit card,Pending,
CLI0372,Joan,Hoyos,23,candelariomilla@example.net,+34 934 74 52 96,Las Palmas,Canary Islands,04780,2022-04-10,2023-12-02,Keyboard,Electronics,3,158.57,475.71,Bizum,Completed,3
CLI0373,Yaiza,Fiol,47,batllebelen@example.org,+34 872 00 90 34,Malaga,Andalusia,06978,2022-02-10,2023-09-06,Monitor,Electronics,5,659.93,3299.65,Cash,Pending,2
CLI0374,Ester,Galvez,18,cmontserrat@example.org,+34921 972 709,Gijon,Asturias,12996,2023-02-19,2023-06-04,Notebook,Culture,2,23.01,46.02,Bizum,Completed,
CLI0375,Fernanda,Vicens,18,lucia25@example.com,+34 844785195,Valladolid,Castile and León,04047,2022-05-29,2023-12-10,Camera,Electronics,1,835.94,835.94,Bizum,Completed,
CLI0376,Hipólito,Quesada,21,cruz83@example.com,+34 823 21 35 41,Valencia,Valencian Community,38123,2021-11-10,2024-05-18,Mouse,Electronics,4,98.48,393.92,Bank transfer,Completed,
CLI0377,Gabriela,Criado,62,ritaurrutia@example.org,+34 875 307 584,Gijon,Asturias,19636,2023-01-25,2024-02-27,Jacket,Clothing,5,184.59,922.95,Bank transfer,Pending,1
CLI0378,Herberto,Pombo,70,acisneros@example.org,+34 716 17 48 07,Murcia,Region of Murcia,42684,2024-02-06,2024-10-14,Monitor,Electronics,2,212.13,424.26,Credit card,Cancelled,4
CLI0379,Benigna,Anguita,34,companyprimitiva@example.net,+34921079212,Vigo,Galicia,51297,2022-08-17,2023-10-26,Book,Culture,2,34.03,68.06,Bank transfer,Pending,3
CLI0380,Eusebio,Cobos,30,nicolasalcolea@example.net,+34 827 120 909,Valencia,Valencian Community,13402,2022-05-26,2023-03-18,Camera,Electronics,2,652.76,1305.52,Cash,Completed,
CLI0381,Plinio,Hurtado,25,pinedoaura@example.org,+34 880718028,Las Palmas,Canary Islands,46531,2024-02-12,2024-02-21,Shoes,Clothing,3,89.45,268.35,Bank transfer,Completed,4
CLI0382,Marita,Gomila,69,heriberto89@example.net,+34 979 971 872,Alicante,Valencian Community,04901,2022-01-30,2023-06-11,Dress,Clothing,1,106.72,106.72,Bank transfer,Cancelled,
CLI0383,Dalila,Miró,63,edualmagro@example.org,+34 880 31 56 28,Seville,Andalusia,38175,2023-02-24,2023-04-04,Watch,Accessories,2,435.46,870.92,Bank transfer,Pending,3
CLI0384,Marisela,Roldan,43,martijuan-carlos@example.com,+34 846 07 54 57,Vigo,Galicia,17065,2022-12-20,2023-02-01,Dress,Clothing,2,103.81,207.62,Bizum,Cancelled,2
CLI0385,Primitivo,Ferrández,18,saenzrosa-maria@example.org,+34 924 777 503,Barcelona,Catalonia,17044,2022-12-22,2023-05-05,Trousers,Clothing,2,50.41,100.82,PayPal,Completed,
CLI0386,Paulino,Ortuño,55,torrensfabricio@example.net,+34 984 18 52 17,Zaragoza,Aragon,48149,2023-12-22,2024-08-19,Headphones,Electronics,1,149.12,149.12,Credit card,Completed,2
CLI0387,Sofía,Leon,75,dafne76@example.org,+34822732539,Vigo,Galicia,19667,2022-08-03,2023-04-05,Perfume,Accessories,2,105.75,211.5,Bank transfer,Completed,
CLI0388,Estela,Sanz,70,martiriofajardo@example.com,+34 928681524,Cordoba,Andalusia,13267,2023-10-04,2024-03-19,Keyboard,Electronics,5,28.1,140.5,Bizum,Pending,
CLI0389,Ramona,Sancho,29,polemilio@example.com,+34 806603303,Zaragoza,Aragon,24953,2021-08-19,2023-08-08,Book,Culture,3,19.52,58.56,Bank transfer,Pending,1
CLI0390,Prudencia,Roura,36,tpena@example.org,+34 881 70 55 64,Palma,Balearic Islands,42387,2022-06-16,2024-10-24,Monitor,Electronics,2,552.46,1104.92,Bizum,Cancelled,1
CLI0391,Cándido,Godoy,59,gasparduenas@example.com,+34985 027 096,Gijon,Asturias,11268,2022-04-02,2023-07-24,Dress,Clothing,4,64.47,257.88,Cash,Completed,5
CLI0392,Zaida,Echevarría,40,demetrio35@example.net,+34 806 220 059,Palma,Balearic Islands,41130,2023-12-02,2024-12-31,Backpack,Accessories,4,21.56,86.24,Cash,Pending,5
CLI0393,Catalina,Mármol,19,alsinajuana@example.net,+34747655744,Malaga,Andalusia,49720,2022-07-07,2023-07-04,Mouse,Electronics,3,38.94,116.82,Cash,Completed,
CLI0394,Chus,Escrivá,51,prudenciavalenzuela@example.net,+34986 77 11 74,Malaga,Andalusia,28130,2022-07-14,2024-04-28,Backpack,Accessories,1,82.28,82.28,Cash,Completed,1
CLI0395,Eladio,Santiago,70,natividadamat@example.org,+34 982 55 50 88,Valladolid,Castile and León,11719,2023-10-04,2024-06-30,Jacket,Clothing,3,148.53,445.59,Credit card,Completed,4
CLI0396,Rubén,Galindo,33,mamen17@example.net,+34947413599,Bilbao,Basque Country,02670,2023-01-06,2023-06-30,Camera,Electronics,2,1135.21,2270.42,Bank transfer,Completed,1
CLI0397,Fabricio,Collado,27,nuriazorrilla@example.org,+34925 83 04 77,Bilbao,Basque Country,31135,2024-06-20,2024-07-31,Notebook,Culture,5,19.01,95.05,PayPal,Pending,2
CLI0398,Carlos,Rosales,56,jessicaboix@example.net,+34981300312,Seville,Andalusia,38869,2022-05-21,2023-08-27,Keyboard,Electronics,1,26.07,26.07,Credit card,Cancelled,3
CLI0399,Evaristo,Vives,63,rodrigoestefania@example.org,+34962 989 321,Valencia,Valencian Community,40246,2022-09-20,2023-12-15,Perfume,Accessories,2,101.77,203.54,Bank transfer,Completed,
CLI0400,Ana Sofía,Heras,72,borregofeliciana@example.com,+34 842 356 375,Las Palmas,Canary Islands,44069,2022-09-25,2023-04-24,Monitor,Electronics,2,608.05,1216.1,Bank transfer,Completed,4
CLI0401,Alejandra,Zorrilla,26,hjove@example.com,+34 933 003 152,Valencia,Valencian Community,28505,2021-07-29,2023-11-27,Monitor,Electronics,3,215.67,647.01,Bizum,Pending,2
CLI0402,Virgilio,Benavente,32,adaneulalia@example.org,+34901 299 353,Alicante,Valencian Community,37477,2023-01-07,2024-01-01,Notebook,Culture,5,24.37,121.85,Cash,Completed,3
CLI0403,Saturnina,Tejera,54,qcarrillo@example.com,+34 838 123 725,Murcia,Region of Murcia,23021,2021-07-19,2024-12-19,Shoes,Clothing,1,59.55,59.55,Cash,Completed,
CLI0404,Chus,Hernández,58,celso48@example.net,+34 729 163 077,Bilbao,Basque Country,41915,2021-09-04,2023-08-15,Camera,Electronics,5,1121.04,5605.2,Credit card,Pending,
CLI0405,Heraclio,Rubio,28,albert58@example.net,+34986703441,Alicante,Valencian Community,05605,2022-09-24,2023-11-24,Notebook,Culture,3,6.56,19.68,Credit card,Completed,3
CLI0406,José Ángel,Ros,34,pancho01@example.com,+34 960 989 963,Valladolid,Castile and León,37949,2022-01-04,2023-12-25,Jacket,Clothing,1,87.43,87.43,Credit card,Completed,
CLI0407,Teresa,Alcolea,49,priegofernando@example.com,+34946 076 572,Gijon,Asturias,12529,2022-06-04,2024-02-28,Keyboard,Electronics,2,137.21,274.42,Bizum,Completed,1
CLI0408,José Mari,Buendía,66,francisca58@example.net,+34 973770173,Alicante,Valencian Community,51174,2021-07-11,2024-10-28,Watch,Accessories,5,265.77,1328.85,PayPal,Completed,1
CLI0409,Luis Ángel,Palomo,22,guadaluperopero@example.net,+34977 85 64 98,Malaga,Andalusia,08577,2022-05-28,2023-04-18,Dress,Clothing,3,31.81,95.43,PayPal,Pending,
CLI0410,Maribel,Casares,56,cordobaliliana@example.net,+34 977 05 86 58,Bilbao,Basque Country,19729,2023-09-26,2023-12-13,Trousers,Clothing,1,55.09,55.09,Bizum,Completed,2
CLI0411,Loida,Alemany,24,lcrespo@example.org,+34 883972080,Malaga,Andalusia,03587,2023-02-03,2023-02-24,Monitor,Electronics,2,728.34,1456.68,PayPal,Completed,5
CLI0412,Francisco Jose,Lillo,60,sedanofortunato@example.net,+34 884 91 65 53,Zaragoza,Aragon,10347,2023-07-11,2023-09-29,Notebook,Culture,5,23.51,117.55,Bank transfer,Completed,
CLI0413,Gervasio,Lucas,21,xvidal@example.net,+34 924 603 179,Malaga,Andalusia,25833,2022-01-13,2023-06-07,Headphones,Electronics,4,212.97,851.88,Credit card,Pending,
CLI0414,Maximiliano,Suárez,30,rvalera@example.com,+34885 01 40 46,Madrid,Community of Madrid,37802,2021-12-15,2024-05-06,Watch,Accessories,5,347.91,1739.55,Credit card,Completed,
CLI0415,Víctor,Mateos,37,folchjaviera@example.org,+34 988781612,Valladolid,Castile and León,43064,2022-02-20,2023-04-29,Dress,Clothing,4,117.94,471.76,Bizum,Pending,3
CLI0416,Quique,Hoyos,41,zsaez@example.com,+34 979671534,Gijon,Asturias,50678,2022-08-01,2023-07-09,Trousers,Clothing,4,60.3,241.2,Bizum,Completed,
CLI0417,Azahara,Bonet,32,clara71@example.org,+34 976109070,Vigo,Galicia,22071,2023-03-13,2023-09-27,T-shirt,Clothing,4,17.9,71.6,Bank transfer,Cancelled,
CLI0418,Luciano,Rueda,60,ocalleja@example.com,+34 975548574,Malaga,Andalusia,09809,2022-06-28,2023-03-29,Backpack,Accessories,1,75.72,75.72,Cash,Pending,5
CLI0419,Martin,Cisneros,44,rubenmir@example.net,+34876576671,Las Palmas,Canary Islands,40944,2021-12-04,2024-06-19,Jacket,Clothing,4,133.04,532.16,Bizum,Cancelled,4
CLI0420,Dimas,Blanco,54,ana84@example.net,+34819698305,Gijon,Asturias,22772,2021-10-26,2024-05-29,Dress,Clothing,1,37.11,37.11,Cash,Cancelled,5
CLI0421,Salomé,Aramburu,28,telmollano@example.org,+34 844 14 44 06,Seville,Andalusia,41604,2022-05-11,2023-06-27,Shoes,Clothing,4,53.23,212.92,PayPal,Completed,
CLI0422,Santiago,Iriarte,70,noeliacazorla@example.org,+34874234144,Alicante,Valencian Community,02528,2021-12-23,2023-07-26,Trousers,Clothing,4,79.36,317.44,PayPal,Cancelled,
CLI0423,Arcelia,Coca,42,abrahamnunez@example.org,+34 983024158,Las Palmas,Canary Islands,11152,2022-01-12,2023-03-31,Perfume,Accessories,1,115.89,115.89,Bizum,Cancelled,3
CLI0424,Cruz,Acuña,57,antunezestrella@example.org,+34963 260 465,Bilbao,Basque Country,41407,2022-10-18,2024-12-18,Mouse,Electronics,1,51.23,51.23,Cash,Pending,
CLI0425,Edelmira,Camps,66,jose-miguelpi@example.org,+34947 433 954,Madrid,Community of Madrid,37634,2023-11-18,2024-08-19,Shoes,Clothing,5,56.3,281.5,Credit card,Cancelled,3
CLI0426,Mario,Gomila,34,taniaescalona@example.org,+34930 060 276,Murcia,Region of Murcia,21540,2021-06-23,2024-02-25,Watch,Accessories,3,291.04,873.12,Bizum,Cancelled,1
CLI0427,Geraldo,Capdevila,56,xperez@example.com,+34806329687,Alicante,Valencian Community,02161,2022-01-07,2024-09-25,Shoes,Clothing,2,70.3,140.6,Bizum,Completed,3
CLI0428,Sol,Canales,75,romulobarriga@example.net,+34820134145,Malaga,Andalusia,07959,2023-06-24,2023-10-03,Notebook,Culture,4,9.75,39.0,Credit card,Completed,3
CLI0429,Begoña,Alvarez,61,rayaeva@example.org,+34 986 205 099,Madrid,Community of Madrid,03003,2021-12-31,2024-12-13,Dress,Clothing,4,55.23,220.92,PayPal,Completed,4
